crd,firm_name,website,status,logo_source,error
106015,"TRUSTMONT ADVISORY GROUP, INC.",https://trustmontgroup.com/,success,https://trustmontgroup.com/sites/laceydochinaz.us1.advisor.ws/files/styles/max_325x325/public/images/trustmount_3.png?itok=EeIN7la1,
106043,PHYSICIAN WEALTH ADV.,https://www.pwa.org/,success,https://www.pwa.org/sites/umafs2.us1.advisor.ws/files/pwa-new-mountain-favicon-01.png,
106088,ROBBINS FINANCIAL,https://investrwm.com/,success,https://images.squarespace-cdn.com/content/v1/52d599a8e4b06cae9d86ef16/1503412725488-186F1D0CCZUCJFAY1O7B/favicon.ico?format=100w,
106109,CHOATE INVESTMENT ADV.,https://choateinvestmentadvisors.com/,download_failed,https://choateinvestmentadvisors.com/favicon.ico,http_200
106131,DONALDSON CAPITAL MANAGEMENT LLC,https://dcmadvisors.com/,success,https://cdn.prod.website-files.com/65c5231f16192227d7560ecd/65c5231f16192227d7560f24_DCM%20Logo_web%20copy%202.png,
106152,"BLOOM ADVISORS, INC.",https://www.bloomadvisors.com/,download_failed,https://www.bloomadvisors.com/favicon.ico,http_200
106164,BEACON FINANCIAL ADV,https://bfaltd.com/,success,https://bfaltd.com/templates/yootheme/cache/logo-mobile2-ff85f73c.png,
106181,WEALTHSPIRE ADVISORS LLC,https://www.wealthspire.com/,no_logo_found,,
106223,F L PUTNAM INVESTMENT MANAGEMENT CO.,https://www.flputnam.com/,success,https://flputnam.com/wp-content/uploads/2025/12/FLP-square-logo.png,
106268,WALKER FINANCIAL,https://www.walkerfinancial.com/,success,https://static.parastorage.com/client/pfavico.ico,
106327,MCS FINANCIAL ADVISORS,https://mcsfa.com/,success,https://mcsfa.com/wp-content/uploads/2021/08/logo-front-142x53.png,
106408,FAIRFIELD FINANCIAL ADVISORS LTD,https://fairfieldfinancial.com/,no_logo_found,,
106425,MARK J SNYDER FINANCIAL SERVICES INC,https://www.markjsnyder.com/,no_logo_found,,
106550,JNBA FINANCIAL ADVISORS,https://jnba.com/,success,https://jnba.com/wp-content/uploads/elementor/thumbs/JNBA_Logo_4C-with-circle-R-PNG2-01-r0ax9v4bjvcgncpmkkppu0p2b127a0ohvs2kjg8zg6.png,
106577,CFS INVESTMENT ADVISORY,https://www.cfsias.com/,no_logo_found,,
106649,FRAZIER FINANCIAL,https://frazierfinancial.com/,svg_rasterized_success,https://www.frazierfinancial.com/wp-content/uploads/2024/04/ffa-logo-rev.svg?fsum=667282c72d5a,
106720,FIDUCIENT ADVISORS,https://fiducientadvisors.com/,success,https://www.fiducientadvisors.com/wp-content/uploads/2022/05/cropped-Fiducient-icon-32x32.png,
106733,"BOK FINANCIAL PRIVATE WEALTH, INC.",https://www.bokfinancial.com/wealth,success,https://www.bokfinancial.com/favicon.ico,
106743,CLARFELD FINANCIAL,https://www.citizensbank.com/private-banking/teams/clarfeld-group.aspx,no_logo_found,,
106779,"LINSCOMB WEALTH, INC.",https://linscombwealth.com/,svg_rasterized_success,https://linscombwealth.com/wp-content/uploads/2024/11/Linscomb_Logo_white.svg,
106785,STACK FINANCIAL MANAGEMENT INC,https://stackfinancialmanagement.com/,success,https://www.stackfinancialmanagement.com/wp-content/uploads/2023/04/2023-SFM-logo-1.png,
106831,COMMONWEALTH FIN.,https://commonwealthfinancial.com/,no_logo_found,,
106913,"HFR WEALTH MANAGEMENT, LLC",https://hfrwealth.com/,no_logo_found,,
106935,WEATHERLY ASSET MGMT,https://www.weatherlyassetmgt.com/,success,https://www.weatherlyassetmgt.com/wp-content/themes/weatherlytheme/images/logo.png,
107027,FIRST TRUST ADVISORS LP,https://www.ftportfolios.com/,success,https://www.ftportfolios.com/common/images/FTPlogo.jpg,
107196,PETRA FINANCIAL ADVISORS INC,https://petrafinancial.com/,success,https://www.petrafinancial.com/wp-content/uploads/2025/09/petra-financial-advisors-colorado-springs-logo-white-sm.webp,
107202,BLUE BARN WEALTH,https://bluebarnwealth.com/,success,https://bluebarnwealth.com/wp-content/themes/bluebarn/favicon.png,
107203,"VICTORY ASSET MANAGEMENT CO., INC.",https://victoryasset.com/,no_logo_found,,
107212,KOESTEN HIRSCHMANN,https://www.khwealth.com/,success,https://www.khwealth.com/favicon.ico,
107219,SJS INVESTMENT CONSULTING INC,https://sjsinvest.com/,success,https://images.squarespace-cdn.com/content/v1/5ee8ee8eb4fb337e3b806c1e/1592328300751-ICMRG64V2EF7EQS5VAZ5/favicon.ico?format=100w,
107271,"SAVANT CAPITAL, LLC",https://savantwealth.com/,svg_rasterized_success,https://savantwealth.com/safari-pinned-tab.svg,
107289,PROF. FINANCIAL ADV.,https://pfa-inc.com/,success,https://pfa-inc.com/wp-content/uploads/fbrfg/favicon.ico?v=69BoedkALr,
107327,CABOT WEALTH MANAGEMENT,https://www.cabotwealth.com/,success,https://www.cabotwealth.com/apple-touch-icon.png,
107347,"ARMSTRONG, FLEMING & MOORE",https://afm-invest.com/,no_logo_found,,
107373,TCI WEALTH ADVISORS,https://tciwealth.com/,success,https://tciwealth.com/wp-content/themes/tciwealth/build/img/favicon.ico,
107409,"ROGERS WEALTH GROUP, INC.",https://rogerswealth.com/,no_logo_found,,
107434,UNITED ASSET STRATEGIES INC.,https://unitedasset.com/,success,https://unitedasset.com/files/images/united-asset-strategies-inc_1.png,
107485,"BSW WEALTH PARTNERS, INC., A PUBLIC BENEFIT CORPORATION",https://bsw.com/,success,https://bsw.com/wp-content/uploads/2019/12/bsw-logos-bcorp.png,
107495,TRUMBOWER FINANCIAL ADVISORS LLC,https://trumbower.com/,success,https://trumbower.com/images/library/Image/jQuery-Logo.png,
107517,SYM FINANCIAL CORP,https://sym.com/,success,https://www.sym.com/wp-content/uploads/2021/11/SYM-logo.webp,
107548,"SFMG, LLC.",https://sfmg.com/,success,https://sfmg.com/wp-content/uploads/2022/05/logo.png,
107611,"LITMAN GREGORY WEALTH MANAGEMENT, LLC",https://www.lgam.com/,svg_rasterized_success,https://lgam.com/wp-content/themes/lgam-redirect/logo.svg,
107618,"WEALTH DIMENSIONS GROUP, LTD.",https://wealthdimensions.com/,svg_rasterized_success,https://www.wealthdimensions.com/wp-content/uploads/2022/12/Asset-2.svg,
107639,"TANGLEWOOD WEALTH MANAGEMENT, INC.",https://tanglewoodwealth.com/,success,https://images.squarespace-cdn.com/content/v1/5f4e9b821d6ea570571e8ccd/1624046313697-2IM8M76DIBH7HF11YZIH/Tanglewood+Logo+v06+with+%C2%AE.jpg?format=1500w,
107653,"PERRYMAN FINANCIAL ADVISORY, INC.",https://perrymanfinancial.com/,no_logo_found,,
107702,"BNB WEALTH MANAGEMENT, LLC",https://www.bnbwealthmanagement.com/,no_logo_found,,
107722,"DURBIN BENNETT PRIVATE WEALTH MANAGEMENT, LLC",https://durbinbennett.com/,success,https://durbinbennett.com/wp-content/uploads/2025/04/cropped-Favicon-1-32x32.jpg,
107750,CJM WEALTH ADVISERS,https://www.cjmltd.com/,success,https://www.cjmltd.com/wp-content/uploads/2024/02/cjm-wealth-advisors-logo-header.png,
108052,"EARNED WEALTH ADVISORS, LLC",https://earnedwealth.com/,svg_rasterized_success,https://cdn.prod.website-files.com/6748f4d4cc2e1606f532308e/6748f4d4cc2e1606f53232c3_Dark%20Green%20Logo.svg,
108146,AVISO WEALTH MGMT,https://avisowm.com/,no_logo_found,,
108154,AFFILIATED FINANCIAL,https://affiliatedfinancial.com/,no_logo_found,,
108207,LEGEND FINANCIAL ADVISORS INC,https://legend-financial.com/,success,https://legend-financial.com/sites/celinestanasolovich.us1.advisor.ws/files/styles/max_325x325/public/images/newlogo_3.png?itok=NGwEzhms,
108314,FORTERIS WEALTH MGMT,https://forteris.com/,no_logo_found,,
108426,TRUSTWELL FINANCIAL,https://trustwell.com/,success,https://www.trustwell.com/wp-content/uploads/2024/12/askreg-logobot-80x80.png,
108561,ALM FIRST FINANCIAL ADVISORS LLC,https://almfirst.com/,success,https://www.almfirst.com/wp-content/uploads/logos/cropped-ALM-First-Logo-Multi-Color-Orb-Web.png,
108564,KAHALA FINANCIAL,https://kahalafinancialadvisors.com/,no_logo_found,,
108619,LEGACY WEALTH MGMT,https://legacywealth.com/,svg_rasterized_success,https://legacywealth.com/wp-content/themes/legacy-wealth/library/assets/images/logo-legacy.svg,
108620,DROMS STRAUSS ADV.,https://droms-strauss.com/,success,https://static.twentyoverten.com/5a132af9b1da6c60f38b1d2b/ry5ufBy-f/DSA-logo.png,
108648,LUBITZ LINDA S CFP,https://www.meirawealth.com/,success,https://static1.squarespace.com/static/68f128580b10a0418fc35ab3/t/6923f858cffc0835ac617747/1763965016123/Logo+%281%29.png,
108652,"ENDOWMENT WEALTH MANAGEMENT, INC.",https://endowmentwm.com/,bad_logo_blacklisted,https://endowmentwm.com/favicon.ico,image_blacklisted=wordpress
108676,HCR WEALTH ADVISORS,https://hcrwealth.com/,success,https://hcrwealth.com/wp-content/uploads/2023/09/HCR-Wealth-Advisors-Logo.png,
108739,TOWER VIEW WEALTH MANAGEMENT LLC,https://towerviewwealth.com/,success,https://towerviewwealth.com/sites/towerviewwm0724.us1.advisor.ws/files/styles/max_325x325/public/images/logo_white.png.webp?itok=qYw33rzU,
108780,BRAGG FINANCIAL ADV.,https://braggfinancial.com/,success,https://braggfinancial.com/wp-content/uploads/2019/05/bragg-financial-services-charlotte-nc1.png,
108797,FINANCIAL INSIGHTS,https://financialinsights.com/,success,https://financialinsights.com/wp-content/uploads/2012/06/FI_Logo-2025-New-Clear-527x120-1.png,
108805,COLDSTREAM CAPITAL,https://coldstream.com/,success,https://www.coldstream.com/app/uploads/2024/06/Coldstream-Logo-Azure-1.png,
108824,WEALTHWAY FINANCIAL ADVISORS,https://wealthwayadvisors.com/,success,https://wealthwayadvisors.com/wp-content/uploads/2023/11/cropped-Wealthway-W-Icon-32x32.png,
108868,NEW ENGLAND PROFESSIONAL PLANNING GROUP INC.,https://www.neppg.com/,no_logo_found,,
108879,VALLEY WEALTH MANAGERS,https://www.valley.com/wealth,svg_rasterized_success,https://www.valley.com/content/dam/valley/site-settings/favicon.svg,
108917,MOSS ADAMS WEALTH,https://www.mossadams.com/services/wealth-management/personal,success,https://www.mossadams.com/favicons/apple-touch-icon.png?v=zXvdJaWW6G,
108931,"THE MILWEALTH GROUP, LLC",https://milwealth.com/,success,https://milwealth.com/wp-content/uploads/2024/12/cropped-Milwealth_Favicon-32x32.png,
108964,KAYDAN WEALTH MGMT,https://kaydanwealth.com/,download_failed,https://kaydanwealth.com/favicon.ico,http_200
108967,FULTON BREAKEFIELD,https://www.fbbcapitalpartners.com/,download_failed,https://www.fbbcapitalpartners.com/favicon.ico,http_200
108998,FINANCIAL TRUST ASSET MANAGEMENT CHARTERED,https://financialtrust.com/,success,https://financialtrust.com/favicon.ico,
109013,SHEELEY & PARTNERS,https://sheeleypartners.com/,success,https://images.squarespace-cdn.com/content/v1/537cf48ce4b08712dabe6538/1452199766304-VF1TOVF7LLVSF7TFR3YL/favicon.ico?format=100w,
109131,COMPASS FINANCIAL,https://www.compassadvisor.com/,no_logo_found,,
109203,NEW ENGLAND CAPITAL,https://www.newenglandcapital.com/,no_logo_found,,
109240,"WILLOW CREEK WEALTH MANAGEMENT, INC.",https://willowcreekwealth.com/,success,https://willowcreekwealth.com/apple-touch-icon.png,
109325,"MCQUEEN FINANCIAL ADVISORS II, INC.",https://mcqueenfinancial.com/,no_logo_found,,
109341,CAPSTONE FINANCIAL ADVISORS INC,https://capstone-advisors.com/,success,https://images.squarespace-cdn.com/content/v1/5fd92fc35fbce745edb50d45/1608087862928-MIHFTWVYMO68LY2C0U5G/Logo+-+White.png,
109379,"BRYANT WOODS INVESTMENT ADVISORS, LLC",https://bryantwoods.com/,no_logo_found,,
109413,YUKON WEALTH MGMT,https://www.yukoncm.com/,success,https://www.yukoncm.com/sites/johnhanahan.us1.advisor.ws/files/styles/max_325x325/public/images/logo_156637317466%2520%25282%2529_3.png?itok=Hhc12xJC,
109419,"MOISAND FITZGERALD TAMAYO, LLC",https://moisandfitzgerald.com/,success,https://moisandfitzgerald.com/wp-content/uploads/2025/05/Orlando_Business_Journal_logo-1.png,
109446,REDW WEALTH LLC,https://redwwealth.com/,success,https://redwwealth.com/favicon.ico,
109452,"TRINITY WEALTH ADVISORS, L.L.C.",https://trinitywealthadvisors.com/,no_logo_found,,
109570,DIVERSIFIED PARTNERS,https://www.diversifiedwealthmgt.com/,no_logo_found,,
109638,"REZNY WEALTH MANAGEMENT, INC.",https://reznywealth.com/,success,https://reznywealth.com/favicon.ico,
109644,"CIBC PRIVATE WEALTH ADVISORS, INC.",https://private-wealth.us.cibc.com/,success,https://private-wealth.us.cibc.com/o/block-theme/images/favicon.ico,
109677,"STRATEGIC FINANCIAL SERVICES, INC.",https://strategicfinancialservices.com/,no_logo_found,,
109698,"EVENSKY & KATZ, LLC",https://evensky.com/,success,https://evensky.com/wp-content/uploads/2024/08/502e92d206bd707cea9c142fdd5829ba0508915b.png,
109721,"IAG WEALTH PARTNERS, LLC",https://iagwealthpartners.com/,success,https://iagwealthpartners.com/wp-content/uploads/2025/02/logo_1.png,
109807,"MAI CAPITAL MANAGEMENT, LLC",https://mai.capital/,svg_rasterized_success,https://mai.capital/wp-content/uploads/2023/03/LOGO_WHITE.svg,
109867,"BEAM WEALTH ADVISORS, INC.",https://beamwealth.com/,success,https://beamwealth.com/wp-content/uploads/2024/02/BEAM-PNG-1-1.png,
109869,W.E. FAMILY OFFICES,https://wefamilyoffices.com/,svg_rasterized_success,https://www.wefamilyoffices.com/wp-content/uploads/2025/03/WE-Logo-Reversed.svg,
109882,"BEESE, FULMER INVESTMENT MANAGEMENT, INC.",https://beesefulmer.com/,success,https://beesefulmer.com/resources/themes/beese-fulmer/images/favicon.ico?cachebuster=20190403,
109890,"CAHILL FINANCIAL ADVISORS, INC.",https://cahillfa.com/,success,https://cahillfa.com/img/logo.jpg,
110031,GRIES FINANCIAL LLC,https://gries.com/,no_logo_found,,
110069,OBERMEYER WOOD,https://obermeyerwood.com/,no_logo_found,,
110145,RETIREMENT INCOME SOLUTIONS,https://risadvisory.com/,svg_rasterized_success,https://risadvisory.com/wp-content/uploads/2021/04/logo.svg,
110152,"MALOON, POWERS...",https://www.calfinad.com/,success,https://www.calfinad.com/favicon.ico,
110213,"ANGELES INVESTMENT ADVISORS, LLC.",https://angelesadvisors.com/,non_image_response,https://angelesadvisors.com/img/favicon.ico,content_type=text/html
110257,"COLONIAL TRUST ADVISORS, INC.",https://colonialtrust.com/,no_logo_found,,
110264,"BMO FAMILY OFFICE, LLC",https://bmofamilyoffice.com/,no_logo_found,,
110270,FINANCIAL MGMT PROF.,https://fmprofessionals.com/,no_logo_found,,
110283,WESTMINSTER FINANCIAL ADVISORY CORP,https://www.westminsterfinancial.com/,success,https://static.parastorage.com/client/pfavico.ico,
110302,JMG FINANCIAL GROUP,https://jmgfinancial.com/,success,https://www.jmgfinancial.com/wp-content/uploads/2018/12/cropped-favicon-32x32.png,
110347,KNIGHTSBRIDGE ASSET,https://www.knightsb.com/,svg_rasterized_success,https://www.knightsb.com/wp-content/uploads/2020/04/knightsbridge-logo-white.svg,
110365,DESTINATION WEALTH MANAGEMENT,https://www.destinationwm.com/,success,https://www.destinationwm.com/sites/georgechin.us1.advisor.ws/files/logomark.ico,
110372,"PARADIGM, STRATEGIES IN WEALTH MANAGEMENT, LLC",https://paradigmwealth.net/,success,https://paradigmwealth.net/sites/paradigmwealth.us1.advisor.ws/files/styles/max_325x325/public/images/Paradigm%2520Wealth_Logo%252001.01_0_6.png?itok=LC_VGvhI,
110407,"WASHINGTON TRUST ADVISORS, INC.",https://www.washtrust.com/wealth-management,svg_rasterized_success,https://www.washtrust.com/images/logo-2026.svg,
110493,"MOLLER WEALTH PARTNERS, INC.",https://mollerwealthpartners.com/,success,https://cdn.prod.website-files.com/647a57a97845607822e8555e/647a65cd5f099afe6411809a_rgb-primarylogo-mollerwealthpartners.png,
110532,SILVEROAK WEALTH MANAGEMENT LLC,https://silveroakwealth.com/,success,https://silveroakwealth.com/favicon.ico,
110601,MEKETA INVESTMENT GROUP INC,https://meketa.com/,success,https://meketa.com/wp-content/themes/mig/prod/img/favicons/apple-touch-icon.png,
110641,"LEVEL FINANCIAL ADVISORS, INC.",https://levelfa.com/,svg_rasterized_success,https://levelfa.com/wp-content/uploads/2024/01/level-logo-header.svg,
110729,COOKSON PEIRCE & CO,https://cooksonpeirce.com/,success,https://cooksonpeirce.com/wp-content/uploads/2025/03/cropped-logo-300x63-1-32x32.png,
110742,CHEVY CHASE TRUST,https://chevychasetrust.com/,success,https://chevychasetrust.com/wp-content/uploads/2023/08/cct-logo-sharp-1.png,
110744,RTD FINANCIAL ADVISORS,https://rtdfinancial.com/,success,https://rtdfinancial.com/wp-content/themes/rtdfinancial/dist/images/logo_white@2x.png,
110767,ADVANCE CAPITAL MANAGEMENT INC,https://www.acadvisors.com/,no_logo_found,,
110952,"PETERSEN HASTINGS WEALTH ADVISORS, INC.",https://www.petersenhastings.com/,success,https://petersenhastings.com/wp-content/uploads/PH-RGB-Logo-Suite.png,
111090,FINANCIAL SENSE ADV.,https://financialsense.com/,success,https://static.financialsense.com/images/2023-10/fs-com_mail_logo_260x44_png.png,
111119,WEALTHCARE CAPITAL MANAGEMENT LLC,https://wealthcarecapital.com/,no_logo_found,,
111147,"EP WEALTH ADVISORS, LLC.",https://epwealth.com/,svg_rasterized_success,https://www.epwealth.com/hubfs/theme-2023/assets/images/EP%20Logo%20Tagline%2001%20260127-v1-new.svg,
111221,"CHOREO, LLC",https://choreoadvisors.com/,success,https://choreoadvisors.com/favicon.png,
111268,"TILLER PRIVATE WEALTH, INC.",https://tillerwealth.com/,no_logo_found,,
111336,INTEGRIS WEALTH MGMT,https://integriswealth.com/,success,https://integriswealth.com/wp-content/themes/sleepless/assets/images/integris-logo.png,
111368,DELTA WEALTH MANAGEMENT,https://deltawm.com/,success,https://images.squarespace-cdn.com/content/v1/6500c6e242d2681aeda8c3aa/c951f2bb-d10c-4258-a37a-0427a4f2ff7f/deltawm+logo.png?format=1500w,
111521,"CAIN, WATTERS & ASSOC.",https://cainwatters.com/,success,https://www.cainwatters.com/wp-content/uploads/2016/08/Cain-Watters-Logo-NEW-2012verysmall.png,
111536,RJP INVESTMENT ADV.,https://pilewealth.com/,svg_rasterized_success,https://pilewealth.com/wp-2023/wp-content/themes/custompilecpas/custom/images/logos/Pile-Wealth-Logo-wo-address-color-Custom-2.svg,
111575,LGT FINANCIAL ADVISORS LLC,https://www.lgtwm.com/,svg_rasterized_success,https://www.lgtwm.com/resource/crblob/22142/4c7f7eb394a8e818307a0bf25eb4f763/logo-svg-data.svg,
111595,GRUNDEN FINANCIAL,https://grunden.com/,success,https://grunden.com/wp-content/uploads/2024/06/Grunden-logo-1024x586.png,
111604,DIASTOLE WEALTH MGMT,http://www.diastole.biz/,no_logo_found,,
111610,KMH WEALTH MGMT,https://kellerwealthadvisors.com/,success,https://kellerwealthadvisors.com/wp-content/uploads/2023/12/favicon-36x36.png,
111685,"STEIGERWALD, GORDON & KOCH INC.",https://sgkwealthadvisors.com/,success,https://static.twentyoverten.com/5db1ed981ebf85627f686903/9bFcN5MfH/SGK_Logo-1.png,
111740,ABUNDANCE WEALTH,https://abundancellc.com/,success,https://abundancellc.com/wp-content/themes/abundance/favicon.ico,
111814,LYNX INVESTMENT ADV.,https://www.lynxinvestment.com/,success,https://www.lynxinvestment.com/wp-content/uploads/2021/09/Lynx-white-llogo.png,
111819,MORLING FINANCIAL,https://morlingfinancialadvisors.com/,svg_rasterized_success,https://morlingfinancialadvisors.com/wp-content/uploads/2022/03/footer-logo.svg,
111838,TOLLESON PRIVATE WEALTH,https://tollesonwealth.com/,svg_rasterized_success,https://www.tollesonwealth.com/wp-content/uploads/2022/09/logo.svg,
111846,"CONSULTIVA WEALTH MANAGEMENT, CORP.",https://consultiva.com/,success,https://consultiva.com/wp-content/uploads/2022/07/16.png,
111872,"KOSHINSKI ASSET MANAGEMENT, INC.-DBA IPI ASSET MANAGEMENT, INC.",https://koshinski.com/,no_logo_found,,
111908,MONUMENT GROUP WM,https://www.monumentgroupwealth.com/,no_logo_found,,
111950,"SHAKESPEARE WEALTH MANAGEMENT, LLC",https://shakespearewm.com/,success,https://www.shakespearewm.com/wp-content/uploads/2022/02/cfp_logo_black_outline_small.jpg,
112142,"STRATEGIC EQUITY MANAGEMENT, INC.",https://semwealth.com/,success,https://www.semwealth.com/assets/images/axos-logo-h26px.png?v=9bfef250b3,
112158,PLANTE MORAN FIN.,https://www.plantemoran.com/services/wealth-management,success,https://www.plantemoran.com/favicon.ico,
112271,CHICAGO WEALTH MGMT,https://www.chicagowealthmanagementgroup.com/,no_logo_found,,
112308,VAN DEN BERG MGMT I,https://centman.com/arnold-van-den-berg,svg_rasterized_success,https://static.twentyoverten.com/5b9ff6df4855cb59dfcd4d9e/H116ayuKX/logo-original.svg,
112486,IAS WEALTH MGMT,https://www.iaswealth.com/,no_logo_found,,
112552,FISHER INVESTMENTS,https://www.fisherinvestments.com/,success,https://www.fisherinvestments.com/favicon.ico,
112758,"SIGNATUREFD, LLC",https://signaturefd.com/,svg_rasterized_success,https://signaturefd.com/wp-content/uploads/2025/06/logo-childrens-healthcare-of-atlanta.svg,
112778,"DINUZZO PRIVATE WEALTH, INC.",https://dinuzzo.com/,success,https://www.dinuzzo.com/wp-content/uploads/2024/10/DiNuzzo-Wealth-Management-horiz-blue-gold-logo.png,
